alpha_all;p_value_all;alpha;p_value;xmin
1.84983666521;0.1168;2.65622027355;0.482;3.0
1.84808719283;0.0416;2.72040773927;0.548;3.0
1.84949941378;0.0444;2.63047746021;0.8976;3.0
1.84458825749;0.0644;2.68113722976;0.8232;3.0
1.8524358699;0.1232;2.67434438736;0.2236;3.0
1.84368420462;0.0112;2.88096592139;0.9344;4.0
1.84827613639;0.1036;3.18694421697;0.7948;6.0
1.8568121465;0.0216;2.83992192638;0.5996;4.0
1.84824839835;0.0028;2.80244908803;0.942;4.0
1.85059725471;0.1624;3.07688130713;0.9544;5.0
1.85414107715;0.022;2.83483309988;0.8576;4.0
1.84718881376;0.034;2.66237976019;0.79;3.0
1.84569903393;0.026;2.97485688699;0.81;4.0
1.85487971516;0.022;2.85880660785;0.8712;4.0
1.85090028372;0.0108;2.61898611283;0.9124;3.0
1.84350173866;0.0024;2.72255573526;0.84;3.0
1.84685020485;0.0132;2.73316890744;0.7284;3.0
1.84710682107;0.0256;2.84695317303;0.9984;4.0
1.85328734324;0.1464;2.81925993457;0.9868;4.0
1.85224082308;0.1916;2.61856963626;0.2128;3.0
1.85096286239;0.026;2.67527402671;0.8968;3.0
1.83823200204;0.03;3.07109616612;0.472;5.0
1.84142741574;0.0076;2.93613189936;0.9404;4.0
1.85118873709;0.0284;2.65116780247;0.8136;3.0
1.84795037108;0.0976;2.80062422761;0.7116;4.0
1.84772994581;0.0172;2.85640841756;0.88;4.0
1.85668295875;0.0752;2.91866870592;0.9924;5.0
1.85087925669;0.1056;3.49626778824;0.4316;9.0
1.84660783081;0.062;2.66019726409;0.8616;3.0
1.8464194133;0.0176;2.89860700744;0.9876;4.0
1.85001181472;0.0028;2.83195844454;0.918;4.0
1.84510212543;0.1188;2.66423214078;0.416;3.0
1.84683685551;0.4416;2.35524607717;0.2584;2.0
1.85418414229;0.2792;2.60649004724;0.5928;3.0
1.84450969602;0.0068;2.85188555681;0.9984;4.0
1.851083963;0.0108;2.77480316714;0.9524;4.0
1.84708469457;0.0464;2.77993515775;0.8804;4.0
1.85018291122;0.0616;3.0388585936;0.7952;5.0
1.85005510518;0.0184;2.86515629663;0.97;4.0
1.84688425362;0.014;2.68875464546;0.7312;3.0
1.85071843445;0.07;2.85070837576;0.978;4.0
1.84500046083;0.0772;2.61380308132;0.6792;3.0
1.85229083663;0.132;2.62119590529;0.6456;3.0
1.84002822219;0.0012;3.12375536028;0.8212;5.0
1.84799189308;0.0236;2.71787882053;0.7296;3.0
1.84408038275;0.1708;3.26585502562;0.7472;6.0
1.8571117377;0.0304;2.86178683869;0.5844;4.0
1.85770848933;0.016;2.92881587528;0.7604;4.0
1.85511229292;0.5788;2.94073776062;0.682;4.0
1.84956526345;0.118;2.63586729838;0.5148;3.0
1.85053887792;0.0692;2.62103154077;0.5536;3.0
1.84376875478;0.0032;2.67016517409;0.93;3.0
1.8426720033;0.0116;2.72442067838;0.868;3.0
1.85166704674;0.1204;3.0811171072;0.9352;5.0
1.84793093264;0.0548;2.91990383212;0.9304;4.0
1.84469798343;0.0072;2.6985965495;0.7076;3.0
1.84712162221;0.0488;2.9199675005;0.9004;4.0
1.84544013922;0.0052;2.69260223827;0.0416;3.0
1.84783001951;0.0256;2.68341071792;0.7804;3.0
1.85293094884;0.08;2.8360706019;0.7288;4.0
1.84837549221;0.0024;2.62398806768;0.9348;3.0
1.85365094175;0.0388;2.6730353109;0.6636;3.0
1.85379148499;0.1728;2.97885945742;0.8508;5.0
1.84590832303;0.0156;2.93091747808;0.9824;4.0
1.8473607841;0.2784;3.21962802215;0.9936;6.0
1.84124279679;0.0;2.75006580502;0.654;3.0
1.85173971903;0.0192;2.66070676055;0.4724;3.0
1.84897423261;0.0512;2.85261598915;0.6348;4.0
1.84805452316;0.0228;2.72053678686;0.6196;3.0
1.8478181815;0.0624;2.64745848157;0.7152;3.0
1.8570068349;0.1428;2.62473294813;0.678;3.0
1.84829449415;0.09;2.64550206105;0.596;3.0
1.85272360214;0.0396;2.59879689242;0.7108;3.0
1.8473221676;0.0324;2.72894359608;0.452;3.0
1.85094701329;0.33;2.60829576396;0.4408;3.0
1.84260130999;0.002;3.16625518424;0.5284;5.0
1.84863262431;0.126;3.02258578335;0.8684;6.0
1.85267545473;0.0148;2.88875524086;0.67;4.0
1.84520496794;0.002;2.91094167652;0.994;4.0
1.84317861574;0.0044;2.74705064685;0.2988;3.0
1.84049262978;0.0188;2.90322062941;0.586;4.0
1.84757456717;0.2116;2.98669256947;0.6632;5.0
1.85084654996;0.3268;3.06753232339;0.8924;5.0
1.84269050045;0.1716;3.08947369847;0.9204;5.0
1.85385706966;0.0412;2.83589890223;0.996;4.0
1.85407022051;0.3808;3.2111707646;0.8436;6.0
1.8592426544;0.0896;3.04888225408;0.7008;6.0
1.84360138896;0.0196;2.65385285268;0.4668;3.0
1.85354865813;0.2624;2.97856253332;0.85;5.0
1.84886625278;0.0208;2.68560001736;0.9276;3.0
1.85341395936;0.0472;2.60540171267;0.5116;3.0
1.84427603305;0.0084;2.69366445284;0.2048;3.0
1.85237364142;0.088;2.67520523968;0.5952;3.0
1.84758567811;0.022;2.66848520076;0.8024;3.0
1.844765908;0.0148;2.4121344423;0.5364;2.0
1.84802387806;0.0128;3.19798606195;0.7224;6.0
1.84768828834;0.3876;3.22805240981;0.9264;6.0
1.84401388334;0.0176;2.6782337434;0.7272;3.0
1.84626734136;0.0016;2.74437683694;0.7936;3.0
1.85236665278;0.3268;3.03139759753;0.7436;5.0