nu1_all;p_value_all;nu1;p_value;xmin
1.72138066023;0.0004;3.03203070315;0.8456;7.0
1.72138357597;0.0;2.83168755;0.8484;5.0
1.72560489933;0.0;3.07665119603;0.7556;10.0
1.71950154741;0.0;2.98819326544;0.736;7.0
1.72252645336;0.0;2.74316870033;0.5696;5.0
1.72320748507;0.0004;2.98941629495;0.9356;7.0
1.72297416438;0.0004;3.09504411789;0.8388;9.0
1.72371830777;0.0;2.76479264838;0.9624;5.0
1.72041995589;0.0;2.60019100126;0.5308;4.0
1.72000162786;0.0;3.15329341315;0.7048;9.0
1.72323441482;0.0;2.57912007937;0.3092;4.0
1.71961182762;0.0;2.57128738294;0.3336;4.0
1.72328490421;0.0;2.7550146078;0.5908;5.0
1.72789336451;0.0;2.91739730633;0.6136;8.0
1.7177989566;0.0;2.8068341872;0.8872;5.0
1.72947381631;0.0064;2.77109335304;0.4344;6.0
1.72378629871;0.0;2.4492702147;0.654;3.0
1.72648453737;0.0012;2.59447377146;0.2268;4.0
1.72283419327;0.0008;2.42481569456;0.3088;3.0
1.71803207755;0.0;3.07232648404;0.6504;8.0
1.72702597941;0.0;2.55549509933;0.2916;4.0
1.71908530431;0.0024;3.25301360171;0.978;9.0
1.72378435937;0.0008;2.44788346199;0.538;3.0
1.7253951889;0.0;2.58035416564;0.8968;4.0
1.72174101461;0.0004;2.74246950382;0.8928;5.0
1.72280202112;0.0004;2.43001081947;0.3156;3.0
1.72346121838;0.0;2.58687507554;0.0532;4.0
1.72414689484;0.0004;2.70682807588;0.7144;5.0
1.72597457882;0.002;2.41147304738;0.2172;3.0
1.72276292066;0.0;2.70914116704;0.9284;5.0
1.72318671248;0.0;2.71233896342;0.9052;5.0
1.72022417631;0.0004;2.58934560592;0.1432;4.0
1.71911857158;0.0;2.76900170204;0.4204;5.0
1.72075184362;0.0;2.39866587747;0.0016;3.0
1.72019691677;0.0012;2.3994477974;0.1084;3.0
1.71721951319;0.0;2.81721108415;0.5796;6.0
1.72804500235;0.0096;2.38588124522;0.3448;3.0
1.72240410099;0.0;2.62711282819;0.6036;4.0
1.73081746671;0.002;2.55216863826;0.782;4.0
1.72012932933;0.0;2.73142880938;0.5468;5.0
1.71963856334;0.0;2.4136584106;0.392;3.0
1.71858239325;0.0;2.91199281061;0.832;6.0
1.72473993546;0.0028;2.40883809023;0.4336;3.0
1.72479778373;0.0;2.60846329585;0.538;4.0
1.72120793706;0.0;2.69850204852;0.5464;5.0
1.72561692181;0.0;2.58971049483;0.4412;4.0
1.722211504;0.0;2.84880505657;0.9924;6.0
1.71944010388;0.0;2.94934619947;0.91;6.0
1.72320859841;0.0;2.67882149677;0.7488;4.0
1.72358422236;0.0072;2.39005866536;0.1068;3.0
1.72655954318;0.0136;2.65774443635;0.2648;5.0
1.71906760155;0.0;2.89519609728;0.984;6.0
1.71976404281;0.0;3.15446687393;0.3044;17.0
1.71863889833;0.0;2.46021471403;0.6232;3.0
1.72401577706;0.0;3.08842523615;0.6372;13.0
1.721264837;0.0008;3.31942423653;0.902;13.0
1.7231843019;0.0;2.8052307486;0.7452;5.0
1.72140246936;0.0;2.88967123598;0.4804;6.0
1.72729134638;0.0;2.8210430825;0.5648;6.0
1.72113720745;0.0;2.61556493429;0.724;4.0
1.72780547866;0.0;2.75644360174;0.7392;6.0
1.72195499486;0.0012;3.22394370511;0.256;9.0
1.7205175453;0.0;2.61807397445;0.8104;4.0
1.72252933951;0.0;2.47075744706;0.7456;3.0
1.72154811842;0.0;2.88553420589;0.756;6.0
1.72134980372;0.0;2.45940662287;0.6824;3.0
1.71953034066;0.002;2.41171946701;0.3516;3.0
1.72391407868;0.0;2.84907164791;0.8044;6.0
1.72441929541;0.0;2.72555087809;0.8492;5.0
1.73260365617;0.0232;2.39336756373;0.3332;3.0
1.71982705258;0.0;2.63132756698;0.5844;4.0
1.72022531521;0.0;2.70835511503;0.9776;5.0
1.72312023572;0.0052;2.93456514331;0.8876;7.0
1.72488969181;0.0012;2.60438356401;0.2732;4.0
1.72563645388;0.0016;2.9098277409;0.99;7.0
1.72699531097;0.0;2.81867171992;0.118;6.0
1.72148758256;0.002;2.58550944322;0.288;4.0
1.72014715949;0.0004;2.94261085717;0.3936;7.0
1.72408906521;0.0;2.77678065429;0.7204;5.0
1.71287620767;0.0;2.60171116223;0.658;4.0
1.72498167502;0.0004;2.73759786664;0.8132;5.0
1.72663392668;0.0;2.57796529419;0.7052;4.0
1.72032385638;0.0;2.84622433399;0.5296;6.0
1.72054523829;0.0;2.61088111232;0.3148;4.0
1.72903095389;0.0156;2.98252544192;0.8344;8.0
1.71971143074;0.0;2.7436375571;0.746;5.0
1.7222969139;0.0;2.60315407756;0.5728;4.0
1.72662322933;0.0008;2.38396739889;0.0568;3.0
1.72107549656;0.0004;2.88991585393;0.2852;6.0
1.72476556787;0.002;2.6360981826;0.1052;4.0
1.72314061903;0.0;2.77433933067;0.9988;5.0
1.72748462511;0.0064;2.6045324073;0.3648;4.0
1.7325756984;0.0048;2.42579201832;0.7592;3.0
1.72632129679;0.002;2.56072041372;0.296;4.0
1.72432231092;0.0;2.42027036326;0.346;3.0
1.72209444106;0.0;2.80348852289;0.95;6.0
1.72736266996;0.0004;2.72764649366;0.8928;5.0
1.7185225467;0.0;2.65888685555;0.306;4.0
1.71785616952;0.0;2.7580201718;0.4496;5.0
1.71978059341;0.0;3.06918412549;0.9244;8.0